-0.0799041,20.0056
-0.0423498,19.3862
0.0662754814460138,18.82231182666986
-0.480864385786802,19.45498680203045
-0.284929032688766,18.399675138121548
0.4381578145977624,19.10813404368673
0.8081624740244194,18.763380129279387
-0.2782176190152975,19.04717369889804
0.9112475803528852,18.447131950405343
0.410839365454989,18.566037789704804
-0.7879,19.1542
-1.1177119187632616,19.108293210063657
-0.946016953337654,18.995715942968243
-1.42072,18.0183
0.178268,17.8952
-0.74018,17.8406
-0.136316,17.5299
-0.703071,17.5034
0.650223,16.9769
0.69928,17.7811
-0.908451,16.5139
0.0249184,17.0501
-0.367637,16.7297
1.14155,16.0284
0.0567707,16.2858
-0.504758,15.8875
0.356279,15.7981
0.602648,15.3735
-0.217194,15.4337
0.534056,14.6243
-0.409388,14.894
-0.452483,14.3047
0.329529,13.739
1.09082,13.0483
-1.15637,13.7002
-1.19477,13.1369
-0.241544,13.775
-0.509064,12.6961
-0.00364835,13.3369
0.20279,12.9188
0.635033,12.3953
-1.94606,12.6078
0.0935071,11.6976
1.01661,11.6326
-0.28098,12.1615
-0.856928,11.7873
0.520001,11.1745
-1.6997848221092755,9.91388459974587
-0.220036,11.0508
1.29844,11.2158
0.0891673,10.6665
-0.508928,10.629
-1.25,11.1351
-1.2487284183673468,10.659795408163266
-0.8611691422394528,10.286097567365758
1.4993492401215804,9.945586360873168
0.2647209907683953,9.96369614444746
-0.4753191645714285,9.739273328571429
0.949127,9.35392
0.673564,9.16073
-2.11766,8.12069
-0.721283,8.88301
0.909613,8.01571
-0.59679,8.09167
0.0710976,8.44305
0.18002,7.7024
-0.74274,7.41134
0.559887,7.03004
-0.152766,6.62375
-1.24948,6.47391
0.52391,5.91823
-0.190196,5.86721
-1.36016,4.80212
0.272189,5.00738
-0.340887,3.98722
-1.65165,3.91231
1.12488,4.2993
-3.25541,2.02564
1.83918,2.99876
-0.81161,2.64128
0.219893,2.40453
-0.847108,0.837678
0.704742,-0.62236
-0.9715179230495192,19.5757867830424
